full_name,gender,state
Amy Anthony,F,Colorado
Charles Forbes,M,Nevada
Bruce Lanford,M,Florida
Doug Shirley,M,Florida
Patricia Norman,F,Colorado
Maria Kloke,F,California
Carol Thomas,F,Arkansas
Nancy Finley,F,Texas
Teresa Alexander,F,Arkansas
Coleman Senecal,M,Alaska
James Morgan,M,Florida
Anthony Giles,M,Virginia
Trudy Chance,F,Florida
Gregory Hale,M,Nevada
Charles Hardin,M,Georgia
Richard Dehaven,M,Florida
Leonard Lambert,M,Alabama
Steven Lewis,M,Alaska
John Mckellar,M,New Jersey
Ed Allen,M,New York
Anton Flicker,M,California
Margaret Gillis,F,Georgia
Dan Ramm,M,Connecticut
Ricardo Hough,M,Colorado
Joan Ansel,M,Colorado
Bryant Brown,M,Virginia
Huey Longoria,M,Arkansas
Carol Lieber,F,Nevada
Carolyn Herring,F,Virginia
Kevin Loper,M,Texas
Julie Mcfadden,F,Colorado
Keith Cagle,M,Alabama
Dina Hearn,F,Nevada
Bobbi Edgington,F,Arkansas
Henry Corso,M,Arkansas
Robert Harper,M,Arkansas
Linda Aceves,F,Nevada
James Major,M,Alaska
John Hicks,M,Arkansas
Sally Brown,F,Colorado
Lawrence Dammann,M,Arkansas
John Birdsell,M,Arkansas
Victoria Hernandez,F,New York
Kathleen Abell,F,Connecticut
Ann Clark,F,Georgia
Dorothy Rohrs,F,Florida
Vincent Leuthauser,M,Connecticut
Frederic Williams,M,California
Matthew Jones,M,Florida
Christina Horton,F,New York
Dawn Gerraro,F,Georgia
George Heslop,M,New Jersey
Jason Rhodes,M,Texas
Tami Bookman,F,California
Howard Matyas,M,New York
Norma Newman,F,Florida
David Brown,M,Alaska
Ruben Fifield,M,Florida
Jennifer America,F,New York
Karen Scott,F,New York
Jim Salinas,M,Arizona
Robert Wilson,M,New York
Angle Caddell,F,Alaska
Michael Godfrey,M,California
Laura Torres,F,Virginia
Henry Bostick,M,Alabama
Dexter Mazzei,M,Arkansas
George Simpson,M,New York
Carrie Golden,F,Florida
Melissa Friedman,F,Arizona
Timothy Marcos,M,Florida
Patricia Henson,F,Connecticut
Mamie Miner,F,Arkansas
Maryann Robinson,F,Colorado
Ramon Arterburn,M,Nevada
Freddie Jackson,M,Texas
Jenae Griggs,F,Florida
Benjamin Silva,M,Colorado
Tim Grover,M,California
Douglas Bagby,M,Alaska
Peggy Cameron,F,California
Susan Knight,F,Alabama
Virginia Hernandez,F,Colorado
John Raleigh,M,Arizona
William Fenwick,M,Texas
Margaret Otero,F,New Jersey
Michael Cordova,M,Georgia
Evelyn Campbell,F,Texas
Bonnie Peters,F,Alaska
Jonathan Mack,M,Connecticut
Jenny Neal,F,Connecticut
Anthony Williams,M,California
Michael Jones,M,Arkansas
Stefan Venice,M,California
Kenneth Theisen,M,Connecticut
Janene Logsdon,F,New York
Majorie Hardwick,F,Nevada
Janelle Davis,F,Nevada
Kelli Phillips,F,Colorado
Marcus Brown,M,Georgia
Richard Eggleston,M,Florida
Michael Barbera,M,Nevada
Joseph Kemper,M,Arkansas
Mary White,F,Alaska
Susan Fryar,F,Colorado
Stephanie Sterling,F,New York
Ramonita Plato,F,New Jersey
Billy Miller,M,Arizona
Matthew Marlow,M,Virginia
Crystal Castillo,F,Connecticut
Mary Anderson,M,Georgia
Albert Brown,M,New Jersey
Gilbert Carr,M,Alaska
James Steffens,M,New York
Sarah Young,F,Nevada
Robin Woods,M,Florida
Robert Crabb,M,Texas
Omar Bernard,M,California
Johnny Walker,F,New York
Daniel Cabrera,M,Colorado
Roslyn Atkins,F,New York
Stacy Land,F,Arkansas
Francine Washington,F,New York
William Stanick,M,Florida
Sadie Kim,F,California
Dolores Houston,F,Alaska
Tamala Brinkman,F,California
Robert Fowler,M,Alabama
Ashley Engelhardt,F,New Jersey
Jessica Hurd,F,New Jersey
Mervin Kubiszewski,M,Texas
Christopher Cook,M,New York
Rusty Mcdonald,M,Texas
Amanda Scavone,F,New Jersey
Carol Fuller,F,California
Jason Chavez,M,Florida
Ralph Donovan,M,Alabama
Nathan Welch,M,Alabama
Gail Leanos,F,New York
Seth Caudell,M,Connecticut
Thomas Luckow,M,Connecticut
Robert Rhoades,M,Connecticut
Shirley Sacarello,F,Texas
Adele Martin,F,Florida
Hilda Hailey,F,Texas
Carol Abbott,F,Alabama
Glenn Velazquez,M,Georgia
Frederick Jackson,M,Connecticut
Donald Mcdaniel,M,Virginia
Horace Aslam,M,Florida
Linda James,F,Alaska
Billy Fried,M,Virginia
Jeffrey Mitchell,M,New York
Shawn Lundquist,F,Arkansas
Michael Collister,M,Colorado
Terry Roberts,M,Nevada
Helen White,F,Florida
Jamie Burger,F,Arizona
Roslyn Reed,F,Colorado
Morris Chastain,M,Alabama
Wendy Reid,F,Alabama
Tracy Magnuson,F,Alaska
Michael Mcdorman,M,Arkansas
Julie France,F,Georgia
George Caban,M,California
Dennis Holliday,M,Virginia
Scott Coats,M,Colorado
Dennis Richardson,M,Connecticut
Eva Jacobsen,F,Virginia
Jody Brown,M,Alabama
Joyce Johnson,F,Georgia
Wendy Sanford,F,Nevada
Florence Strunk,F,Arkansas
Roger Austin,M,Georgia
Joy Shepard,F,California
Becky Ramos,F,Connecticut
Jose Gonzales,M,Texas
Greg Rhoads,M,Virginia
Cheryl Forester,F,Arizona
Ruth Patel,F,New York
Idella Carlos,F,Georgia
Alfred Herndon,M,Virginia
Susan Burks,F,California
Tim Jones,M,Georgia
Edward Mastin,M,Alabama
Natasha Williams,F,Connecticut
Lola Quezada,F,Alabama
Ricky Yankee,M,New Jersey
Mable Alzate,F,Florida
Richard Rokusek,M,Arkansas
Jo Richardson,F,Alaska
David Wible,M,Alaska
William Nipper,M,Alaska
Sandra Grady,F,Florida
Alex Zanders,M,New Jersey
Gerardo Short,M,Virginia
Samuel Wong,M,Connecticut
Theodore Tillman,M,Arizona
Thomas Mccaskill,M,Colorado
Princess Goddard,F,New Jersey
Latasha Mcdowell,F,Colorado
Lois Arnold,F,Alabama
Richard Ward,M,Georgia
Diane Hughett,F,New Jersey
Doris Parry,F,New Jersey
John Fussell,M,Alabama
Ralph Razor,M,Colorado
Harry Travillian,M,Georgia
Ruben Roberts,M,Arizona
David Frye,M,Virginia
Robert Myers,M,Florida
Brittney Rodriguez,F,Colorado
Frank Robinson,M,Arkansas
Adrian Cieslik,M,Georgia
Paula Miller,F,Arkansas
Rebecca Rios,F,California
Fred Thurston,M,Connecticut
Katherine Sallee,F,Florida
Elijah Perry,M,Texas
Tristan Wilson,M,New York
Lisa Smith,F,Connecticut
Abel Moore,M,Colorado
Michael Sanchez,M,Georgia
Fay Carmichael,F,Colorado
Bernadette Jones,F,New York
Charles Kerr,M,Texas
Joyce Wright,F,Virginia
Tonya Dawkins,F,Colorado
Christopher Jahr,M,Alabama
Bobby Reisner,M,California
Rosalie Macdonald,F,Texas
Dan Acosta,M,Connecticut
Diane Stiltner,F,Virginia
Helena Sanzotta,F,New Jersey
Lewis Romero,M,Georgia
Lacy Kauffman,F,Arizona
Shonda Martinez,F,New Jersey
Lillie Lavette,F,Florida
Jennifer Duguay,F,Texas
Sammy Caban,M,Arkansas
Kevin Silvey,M,Florida
Rosario Worthey,F,New Jersey
Roslyn Ahn,F,Arkansas
Dominique Burling,F,Arkansas
Sidney Bolton,M,Texas
James Mena,M,Alabama
Linda Floyd,F,California
Marybelle Drummond,F,New York
Clarence Estes,M,Alaska
Alice Stansberry,F,Alaska
Wayne Bowe,M,Colorado
Kenneth Clark,M,Nevada
Thelma Peterson,F,Florida
Kristopher Soriano,M,Arizona
Barbara Rivers,F,Georgia
Donald Andrews,M,Colorado
Julie Phinney,F,California
Linda Gregoire,F,Alaska
William Hanson,M,Alaska
Karen Uplinger,F,Nevada
Kirsten Doss,F,California
Jay Crowell,M,New Jersey
Traci Torres,F,Virginia
Laura Lerma,F,California
Dewayne Kriner,M,Alaska
Ann Hoskins,F,Georgia
Kristina Stell,F,California
Michael Harris,M,California
Gaylene Upchurch,F,Colorado
Ellen Cooper,F,Nevada
Suellen Savala,F,Arkansas
John Ventura,M,Arkansas
Kelvin Macri,M,Alabama
Iris Flowers,F,Colorado
Kathleen Dodson,F,Alabama
Sara Rankin,F,Arizona
Robert Porter,M,Alaska
Edward Pardue,M,Nevada
Brian Cazares,M,Florida
Amy Ferrell,F,Arizona
Suzanne Cornelius,F,Alaska
Stella Norton,F,New Jersey
Lorine Jordon,F,Georgia
Amy Holder,F,New York
Steven Mcanally,M,Arizona
Robert Pokorney,M,New Jersey
Carmen Delrio,F,Colorado
David Smith,M,Alabama
James Lunsford,M,Alabama
Augustine Micucci,M,Georgia
Fidel Southern,M,Florida
Jon Ashton,M,Connecticut
Frankie Mccowan,F,Virginia
Jose Driscoll,M,Arkansas
Robert Colbert,M,New Jersey
Owen Heckstall,M,Colorado
Christina Shepherd,F,California
Wendy Mcculla,F,Connecticut
Arthur Perez,M,Georgia
Ernest Griffin,M,Texas
Kathleen Medina,F,Arizona
Keith Haynes,M,Texas
Karen Gloeckner,F,Alaska
Mary Deldonno,F,Alabama
Vera Rankins,F,Alabama
Anthony Miller,M,Nevada
Darrell Williams,M,Connecticut
Mario Speed,M,Alabama
Jeannette Bank,F,Alabama
Evangeline Ruano,F,Georgia
Henry Ramsay,M,Arkansas
Nancy Johnson,F,Colorado
Shirley Panto,F,California
Marvin Morris,M,Georgia
Keith Roberts,M,Nevada
Bryan Jaquez,M,Alaska
Lola Rivera,F,California
Freida Vincent,F,Arkansas
Rosemary Welch,F,Virginia
Joseph Brucker,M,Florida
Sharlene Roseberry,F,Georgia
Carmen Blum,F,Georgia
Esther Voyles,F,Georgia
Thomas Voorhis,M,Connecticut
Grant Riso,M,Arkansas
Ann Posada,F,Alaska
Alice Castillo,F,Virginia
James Broussard,M,Connecticut
Victoria Briggs,F,New York
Lisa Baxter,F,Nevada
Walter Pemberton,M,Georgia
Mark Rangel,M,Florida
Willie Strickland,M,Alaska
Erlinda Sisk,F,Colorado
Charles Rojas,M,Texas
Matthew Hill,M,Virginia
Theron Talarico,M,Alabama
Maria Uelmen,F,Florida
Vanessa Petty,F,Texas
Jeffrey Segovia,M,Alaska
Dora Conant,F,Arizona
Mary Ide,F,Georgia
Jennifer Tanner,F,Colorado
Armand Jenny,M,Florida
Jimmy Schoenfeld,M,Colorado
Travis Crosby,M,New York
Kristen Boyd,F,New Jersey
Charles Dion,M,Virginia
Karen Stoltzfus,F,Arizona
Debra Smith,F,California
Janet Glazier,F,Alaska
Geraldine Lee,F,Colorado
Clifford Ritchie,M,Nevada
Michael Jones,M,Connecticut
Johnny Sparks,M,California
Olga Brown,F,Arkansas
Laurie Brickhouse,F,California
Kenneth Colucci,M,Alabama
Randy Walters,M,New Jersey
James Johnson,M,Texas
Norman Mason,M,Nevada
Cynthia Faught,F,Georgia
Janelle Wright,F,Colorado
John Daniels,M,Texas
Marvin Jacobs,M,Connecticut
Robin Muncy,F,Colorado
Kristin Benton,F,Nevada
Joseph Harris,M,Arizona
Jeromy Sakamoto,M,Connecticut
Stephanie Marin,F,Alabama
Michael Nelson,M,California
Derrick Cribbs,M,New York
Karin Baumbach,F,Nevada
Holly Collins,F,Florida
Gregg Goings,M,Florida
Jo Maas,F,Arizona
Marlin Bennett,M,Alaska
Neal Willis,M,Alaska
Donna Frierson,F,Virginia
Kristi Yang,F,Arkansas
Gregory Michael,M,Nevada
Damon Hathaway,M,Nevada
Mary Burdett,F,Nevada
Norman Berger,M,Connecticut
Courtney Hays,M,Arkansas
William Behling,M,Arkansas
Reyna Necaise,F,Colorado
Henry Rhea,M,Georgia
Corey Grant,M,New York
Lucille Dudley,F,New Jersey
Joanna Cronin,F,Virginia
Crystal Vogel,F,Georgia
Danny Frances,M,Alabama
Ofelia Gaudreau,F,California
Luis Swindle,M,Connecticut
Ronald Francis,M,Arkansas
Sheila Hughes,F,Arizona
Ashley Richardson,F,Georgia
Gregory Sequra,M,Alaska
Damian Troxler,M,Nevada
Blair Mach,F,Florida
Romona Moore,F,Alabama
Kenneth Wilkinson,M,Nevada
Annette Campbell,F,Arkansas
David Hicks,M,Florida
Janice Earles,F,Florida
Roosevelt Ward,M,Alaska
Kim Franklin,F,Alabama
Eric Hughes,M,Virginia
Glen Hannum,M,New Jersey
Willie Martin,F,Florida
Goldie Lehmann,F,Alabama
Janene Myers,F,Virginia
Ingrid Grace,F,Nevada
Tina Streets,F,Virginia
Paula Silva,F,Texas
Maria Mcniell,F,Alabama
Timothy Odonnell,M,Arkansas
Stanley Jordan,M,Alaska
Charles Clark,M,New Jersey
Joseph Jones,M,Colorado
Charles Forbes,M,New York
Shelby Johnson,F,Florida
Harold Crane,M,Alaska
Wayne Pavlovic,M,Alabama
Gina Stewart,F,Arkansas
Patrick Butt,M,Arkansas
Ericka Hauck,F,Georgia
Gloria Granata,F,Arizona
Emily Turner,F,Texas
Elizabeth Persing,F,Connecticut
Mark Potter,M,New Jersey
Catherine White,F,New York
Natalie Akins,F,Arkansas
Angel Price,M,New Jersey
Jamie Wendt,F,Florida
Carol Ditman,F,California
Roy Hanson,M,Alabama
David Gonzalez,M,Virginia
Barbara Douglas,F,Arizona
Thelma Brown,F,New Jersey
Michelle Hodgens,F,Florida
Diane Smith,F,Georgia
Charles Tse,M,Virginia
Shirley Stoeger,F,Georgia
Jose Stine,M,Alaska
Nelson Willingham,M,New Jersey
Shirley Davis,F,Colorado
Jennie Nicholson,F,Nevada
Patricia Griffin,F,New York
Robert May,M,Georgia
Megan Wert,F,Georgia
Tracie Ragan,F,Arizona
Benjamin Roberts,M,Florida
Dimple Zellinger,F,Nevada
Albert White,M,Alaska
Bessie Whitten,F,Texas
Michael Wright,M,New Jersey
Bruce Voll,M,California
Essie Barroso,F,New York
Joshua Bower,M,New York
Amy Steele,F,Connecticut
Marie Fantasia,F,Connecticut
Judy Nocera,F,Virginia
Melanie Richter,F,Virginia
Lee Sauer,M,Connecticut
Sang Ransom,F,Georgia
Tina Hayes,F,Alaska
Edison Matlock,M,Connecticut
Fernando Rutherford,M,Florida
Joey Perez,M,Colorado
Edward Minutillo,M,Florida
Tom Benoit,M,New Jersey
William Donovan,M,New Jersey
Sharon Hudson,F,Connecticut
Dee Beasley,M,Virginia
David Keeton,M,Georgia
James Nieland,M,Texas
Melvin Wible,M,Colorado
Heath Dupre,M,Arkansas
Robert Templin,M,Alabama
Angel Burris,M,Georgia
Raymond Crowder,M,Arizona
Teresia Grubbs,F,Colorado
Jason Spotts,M,Georgia
Matthew Oldfather,M,Virginia
Anne Vasher,F,New Jersey
Beverly Dickenson,F,Connecticut
Daniel Sharpe,M,Florida
Bobby Pearson,M,Alaska
Jacob Brown,M,Nevada
Mary Gomez,F,New Jersey
Anne Nelson,F,Colorado
Christina Hegyi,F,New York
Arthur Rodriguez,M,Virginia
Roxanne Ball,F,Alaska
Alicia Buban,F,Georgia
Sonia Philo,F,Arizona
Ronald Burns,M,Texas
Arlene Pope,F,New York
Manuel Grimm,M,Alabama
Karen Plummer,F,California
James Ortiz,M,Florida
Dorene Pennington,F,New Jersey
Theresa Real,F,New York
Tamara Wilkerson,F,Connecticut
Corey West,M,Florida
Thomas Barbe,M,New Jersey
Marie Shawgo,F,Alabama
Alfred Thomas,M,Alabama
Morgan Accardo,M,Colorado
Micheal Ward,M,New York
Mildred Ortiz,F,Florida
Joe Cummins,M,New York
Leota Mazurek,F,New Jersey
William Walter,M,Virginia
Jose Rankin,M,Alaska
Bonnie Ochs,F,Colorado
Elmer Jones,M,Georgia
Kerri Watts,F,New Jersey
Carl Joslin,M,Connecticut
Julie Myers,F,New Jersey
Regina Sonnier,F,California
Adam Anderson,M,Alabama
Gordon Stansberry,M,Virginia
Annie Wedeking,F,Florida
Paula Laughlin,F,Alaska
Russell Fultz,M,Arkansas
Thomas Garcia,M,California
Marie Fox,F,Arizona
Johnie Kilgo,M,Arkansas
Harvey Burt,M,New York
Anna Hodge,F,Alabama
Carlton Barfield,M,Texas
Katie Boykin,F,Florida
Brian Davis,M,Arizona
Steven Davis,M,Texas
Anton Thompson,M,Colorado
Cecil Cramer,M,Florida
Elvia Matherne,F,Arkansas
Jesus Rubinson,M,Nevada
Otto Bowden,M,Colorado
Virginia Bryce,F,Georgia
Randy Huss,M,New York
Deborah Harris,F,Virginia
Claudia Riherd,F,Georgia
Myung Wilson,F,Alabama
Juan Edwards,M,Florida
Tiffany Moss,F,Connecticut
Reginald Montanez,M,Alaska
Sarah Graham,F,California
Kimberly West,F,California
Micaela Matherne,F,Texas
Bob Becker,M,Alaska
Lisa Buck,F,Colorado
Christopher Butts,M,Nevada
Erin Gaston,F,New York
Donald Long,M,Arizona
Tama Herbert,F,Nevada
Evelyn Klan,F,New Jersey
Kenneth Speer,M,Colorado
Carlos Plumley,M,New Jersey
George Loyd,M,Virginia
Patrick Cortez,M,Florida
Mary Wheeler,F,New Jersey
Rodney Landry,M,Alabama
Stephen Hedman,M,Alabama
Howard Kelly,M,New York
Steven Crayton,M,Alaska
Stephen Jenkins,M,New York
Marjorie Rutherford,F,Alabama
Dolores Marin,F,Arkansas
Marsha Daniels,F,California
William Rock,M,Georgia
Cheryl Ludwick,F,Colorado
Ashley Toro,F,Alaska
Jacqueline Harris,F,Arizona
Miguel Davis,M,Nevada
Johnny Borgmeyer,M,Connecticut
Donald Besecker,M,Virginia
Patricia Adams,F,Alabama
Majorie Arce,F,New York
Mayra Parnell,F,Alabama
Ralph Odom,M,New York
Edward Jaramillo,M,Arkansas
Betty Dunlop,F,Arizona
Sondra Copeland,F,Georgia
Vickie Szymansky,F,Arkansas
Timothy Carroll,M,New York
Gretchen Bathe,F,Texas
Brian Montgomery,M,Alaska
Jorge Carpenter,M,California
Julie Kearns,F,New Jersey
Harold Thomas,M,Nevada
Daniel Smith,M,California
Matthew Hensley,M,Virginia
Carrie Webster,F,Florida
Leonard Lucas,M,Nevada
Karolyn Forrest,F,Alabama
Wesley Winkler,M,New Jersey
Brandon Dennis,M,Colorado
Kelly Stonis,F,Colorado
Donna Nelson,F,New York
Inez Still,F,Alaska
Earl Ramos,M,Alaska
Tyrone Vanauken,M,Arizona
Caroline Leaton,F,Arkansas
Anna Miah,F,New Jersey
Mary Bearman,F,Alaska
Romeo Pfost,M,New Jersey
Shirley Vong,F,Georgia
Adam Savoy,M,Alabama
Robert Brizuela,M,Connecticut
Connie Wood,F,Nevada
William Coles,M,Nevada
Lee Lance,F,California
Melody Hughes,F,Georgia
Roosevelt Bustios,M,Arizona
Brian Waters,M,Alaska
Paul Hulsey,M,Georgia
Clayton Escobedo,M,Alaska
Brian Loucks,M,New York
Franklin Bowman,M,California
Ralph Garstka,M,California
Mellissa Seymour,F,Alaska
Salvador Culpepper,M,Arkansas
James Bustios,M,Connecticut
Francisco Fry,M,New Jersey
Betty Buckner,F,Texas
Stanley Cantrell,M,California
William Conley,M,Arizona
William Stewart,M,Colorado
Diane Joyce,F,Arizona
Verdie Bowland,F,Florida
Lana Antonio,F,New Jersey
Vivian Burgett,F,Virginia
Linda Hale,F,Nevada
Hollie Rosenberger,F,California
Edith Myers,F,Arizona
Oscar Delapaz,M,Georgia
Kirk Villalobos,M,Connecticut
Joseph Shultz,M,Nevada
Laurel Vanderpool,F,Arkansas
Helen Brown,F,Alaska
Ginger Turner,F,Colorado
Maisie Alo,F,Alabama
Rudy Gee,M,Nevada
Jeff Murphy,M,Arizona
Maria Anderson,F,Alabama
Don White,M,Nevada
Gladys Covarrubias,F,California
Brian Sapp,M,Arizona
Timothy Cameron,M,Arizona
Philip Armstrong,M,Virginia
Michael Boyle,M,Texas
Herbert Pardo,M,Texas
Constance George,F,Nevada
Roberto Werre,M,Georgia
Daphine Clearwater,F,Alabama
Pamela Broun,F,New Jersey
Maple Acree,F,Virginia
Clarence Becker,M,Georgia
Weston Cutwright,M,Georgia
Rose Bowman,F,Alaska
Debbie Collier,F,Virginia
Willie Hoxie,M,Connecticut
Jamie Brown,M,Florida
Dolores French,F,Alabama
Robert Kazmierczak,M,Georgia
Daniel Peeden,M,New Jersey
Jamal Corbett,M,Virginia
Luke Lapointe,M,New Jersey
Mary Howerton,F,Nevada
Al Jimenez,M,California
Dave Dewey,M,Georgia
Loretta James,F,Arizona
Fred Nolan,M,Florida
Francis Slack,M,Alabama
Monica Elston,F,Georgia
Karena Dominguez,F,Alaska
Jennifer Sperling,F,Alabama
Barbara Coker,F,Virginia
Kathryn Gardner,F,California
Anthony Niese,M,Connecticut
Johnny Bryant,M,Colorado
Scott Johnson,M,Alaska
Timothy Brown,M,Florida
Harriet Rosebrough,F,Arkansas
Arthur Wagoner,M,Arizona
Craig Clark,M,Alabama
John Simons,M,Alaska
Nicholas Challender,M,Arkansas
Jimmie Rose,M,New York
Deborah Salinas,F,Alaska
Paul Mccoy,M,Nevada
Brittany Frazer,F,Alaska
Bruce Hall,M,New Jersey
John Owens,M,Connecticut
Jay Gibson,M,Connecticut
Tony Pina,M,Florida
James Brumaghim,M,Connecticut
Matthew Andersen,M,Nevada
Dana Stevens,F,Texas
Iris Anthony,F,Alaska
Eileen Pesqueira,F,Alabama
Carlos Bess,M,Nevada
Henry Gonzalez,M,Arkansas
Ricardo Brown,M,Colorado
Richard Morrical,M,Connecticut
Alfreda Gardner,F,Virginia
Maggie Rodriguez,F,Arkansas
Barbara Carter,F,Colorado
Connie Weiss,F,Arkansas
Edwin Reddick,M,Virginia
Ralph Greene,M,Arizona
Michael Waldrep,M,Alabama
Michael Hutchinson,M,Arkansas
Alison Cortez,F,Arkansas
Jeff Hall,M,Arizona
Michelle Jackson,F,Texas
Normand Graves,M,Virginia
Joseph Rodriguez,M,Connecticut
Vivian Baker,F,New Jersey
Deloris Parkinson,F,California
Raymond Vaughn,M,New York
Kelly Myers,F,Georgia
Rachel Domingues,F,Alabama
James Andrews,M,Texas
Karen Siler,F,Alabama
John Keys,M,California
Sylvia Farrar,F,Alaska
Frances Wilson,F,Virginia
Michelle Bennett,F,Texas
Matthew Wilson,M,Florida
Rose Sams,F,Nevada
Laura Garbe,F,Colorado
Martin Klein,M,Texas
Henry Jones,M,Texas
Scott Mattison,M,Colorado
Freda Wilson,F,Florida
Howard Thomason,M,New York
Lynn Numbers,F,Colorado
Jason Harris,M,Arizona
Jason Bybee,M,Connecticut
Elizabeth Henderson,F,Colorado
Katie Nye,F,Florida
Brian Brown,M,California
Paige Tennant,F,Arkansas
Willard Paulsen,M,Georgia
Deon Rodrigue,M,California
Brandy Vilven,F,Arkansas
Sean Ellington,M,Georgia
Charles Winstead,M,Texas
Oscar Sepe,M,Arkansas
Antonio Cancelliere,M,Connecticut
Giuseppe Waters,M,New York
Robert Turner,M,Nevada
James Bennet,M,Arizona
Shannon Williams,F,Alabama
Margaret Corona,F,Alaska
Janie Stamison,F,Nevada
James Shirilla,M,Arizona
Adrian Campbell,M,Florida
Antoine Jackson,M,Virginia
Chris Ward,M,Florida
Katherine Gonzalez,F,Nevada
Thomas Griffiths,M,Florida
Darrell Sledge,M,Virginia
Tommy Hanna,M,Texas
William Rawls,M,Alaska
Rebecca Malloy,F,Florida
Willie Coyle,M,Nevada
Dorothy Peffley,F,Alaska
Pamela Hilton,F,Florida
Angelia Flagge,F,Connecticut
Donna Eastham,F,Virginia
Bruce Morrison,M,New Jersey
Jerome Scott,M,Arkansas
Craig Jackson,M,Georgia
Kim Newsome,M,Colorado
William Kendall,M,Virginia
Rosa Wheatley,F,California
Jennifer Carr,F,Texas
Karen Novack,F,New York
Samuel Ross,M,Colorado
Ted Miller,M,Arkansas
Bobby Dias,M,New York
Robert Foster,M,Georgia
Milagros Hernandez,F,New Jersey
Rose Wood,F,Alaska
Gregory Henry,M,Arkansas
Greg Martin,M,Alaska
Maurice Mosqueda,M,Arizona
Jason Moyer,M,Alabama
Remona Wrubel,F,Connecticut
Simon Saiz,M,Nevada
Charles Daniels,M,California
Cornelius Young,M,California
Lisa Cullen,F,California
Emanuel Parker,M,Arizona
Cathi Penaloza,F,Alabama
Judith Hansen,F,Arkansas
Anthony Leduc,M,Texas
Maybell Grier,F,Connecticut
Joseph Williams,M,Florida
Joshua Hicks,M,Alabama
Norman Allen,M,Arizona
Richard Becerra,M,Alaska
Louise Cox,F,Colorado
Jessie Garceau,M,Georgia
Johnny Whitehead,M,Connecticut
Steve Crawford,M,Virginia
Adele Murphy,F,Alabama
